"variable","iso3c","year","value","indicator_sdg"
"SI.POV.DDAY","CMR",2014,28.1,"1.1.1"
"SI.POV.DDAY","CMR",2015,27.4,"1.1.1"
"SI.POV.DDAY","CMR",2016,27,"1.1.1"
"SI.POV.DDAY","CMR",2017,26.8,"1.1.1"
"SI.POV.DDAY","CMR",2018,26.4,"1.1.1"
"SI.POV.DDAY","CMR",2019,26.1,"1.1.1"
"SI.POV.DDAY","CMR",2020,27,"1.1.1"
"SI.POV.DDAY","CMR",2021,26.6918,"1.1.1"
"SI.POV.DDAY","CMR",2022,26.2281,"1.1.1"
"SI.POV.DDAY","CMR",2023,27.302,"1.1.1"
"SI.POV.DDAY","CMR",2024,28.1689,"1.1.1"
"SI.POV.DDAY","CMR",2025,28.1743,"1.1.1"
"SI.POV.DDAY","COD",2010,92.1,"1.1.1"
"SI.POV.DDAY","COD",2011,90,"1.1.1"
"SI.POV.DDAY","COD",2012,87.7,"1.1.1"
"SI.POV.DDAY","COD",2013,85.5,"1.1.1"
"SI.POV.DDAY","COD",2014,85,"1.1.1"
"SI.POV.DDAY","COD",2015,84.3,"1.1.1"
"SI.POV.DDAY","COD",2016,85,"1.1.1"
"SI.POV.DDAY","COD",2017,84.9,"1.1.1"
"SI.POV.DDAY","COD",2018,84.3,"1.1.1"
"SI.POV.DDAY","COD",2019,84.9,"1.1.1"
"SI.POV.DDAY","COD",2020,85.3177,"1.1.1"
"SI.POV.DDAY","COD",2021,84.8,"1.1.1"
"SI.POV.DDAY","COD",2022,83.4366,"1.1.1"
"SI.POV.DDAY","COD",2023,82.3723,"1.1.1"
"SI.POV.DDAY","COD",2024,81.6871,"1.1.1"
"SI.POV.DDAY","COD",2025,81.1292,"1.1.1"
"SI.POV.DDAY","COG",2010,42.8,"1.1.1"
"SI.POV.DDAY","COG",2011,43.7,"1.1.1"
"SI.POV.DDAY","COG",2012,38.8,"1.1.1"
"SI.POV.DDAY","COG",2013,39.5,"1.1.1"
"SI.POV.DDAY","COG",2014,38.4,"1.1.1"
"SI.POV.DDAY","COG",2015,39,"1.1.1"
"SI.POV.DDAY","COG",2016,42.2,"1.1.1"
"SI.POV.DDAY","COG",2017,44.6,"1.1.1"
"SI.POV.DDAY","COG",2018,46.4,"1.1.1"
"SI.POV.DDAY","COG",2019,46.8,"1.1.1"
"SI.POV.DDAY","COG",2020,50.2,"1.1.1"
"SI.POV.DDAY","COG",2021,50.7,"1.1.1"
"SI.POV.DDAY","COG",2022,50.8755,"1.1.1"
"SI.POV.DDAY","COG",2023,51.2012,"1.1.1"
"SI.POV.DDAY","COG",2024,51.6918,"1.1.1"
"SI.POV.DDAY","COG",2025,51.7377,"1.1.1"
"SI.POV.DDAY","COL",2010,15.7,"1.1.1"
"SI.POV.DDAY","COL",2011,13.8,"1.1.1"
"SI.POV.DDAY","COL",2012,12.7,"1.1.1"
"SI.POV.DDAY","COL",2013,11.8,"1.1.1"
"SI.POV.DDAY","COL",2014,10.9,"1.1.1"
"SI.POV.DDAY","COL",2015,10.2,"1.1.1"
"SI.POV.DDAY","COL",2016,10.1,"1.1.1"
"SI.POV.DDAY","COL",2017,9.5,"1.1.1"
"SI.POV.DDAY","COL",2018,9.8,"1.1.1"
"SI.POV.DDAY","COL",2019,11.2894,"1.1.1"
"SI.POV.DDAY","COL",2020,15.7649,"1.1.1"
"SI.POV.DDAY","COL",2021,11.2284,"1.1.1"
"SI.POV.DDAY","COL",2022,9.2662,"1.1.1"
"SI.POV.DDAY","COL",2023,8.6317,"1.1.1"
"SI.POV.DDAY","COL",2024,8.5007,"1.1.1"
"SI.POV.DDAY","COL",2025,7.8491,"1.1.1"
"SI.POV.DDAY","COM",2010,10.2,"1.1.1"
"SI.POV.DDAY","COM",2011,9.8,"1.1.1"
"SI.POV.DDAY","COM",2012,9.6,"1.1.1"
"SI.POV.DDAY","COM",2013,9.1,"1.1.1"
"SI.POV.DDAY","COM",2014,9.1,"1.1.1"
"SI.POV.DDAY","COM",2015,9.3,"1.1.1"
"SI.POV.DDAY","COM",2016,9.1,"1.1.1"
"SI.POV.DDAY","COM",2017,8.8,"1.1.1"
"SI.POV.DDAY","COM",2018,8.5,"1.1.1"
"SI.POV.DDAY","COM",2019,8.5,"1.1.1"
"SI.POV.DDAY","COM",2020,8.9331,"1.1.1"
"SI.POV.DDAY","COM",2021,8,"1.1.1"
"SI.POV.DDAY","COM",2022,6.9,"1.1.1"
"SI.POV.DDAY","COM",2023,5.9,"1.1.1"
"SI.POV.DDAY","COM",2024,5.0668,"1.1.1"
"SI.POV.DDAY","COM",2025,4.6486,"1.1.1"
"SI.POV.DDAY","CPV",2010,16.2,"1.1.1"
"SI.POV.DDAY","CPV",2011,15.4,"1.1.1"
"SI.POV.DDAY","CPV",2012,15,"1.1.1"
"SI.POV.DDAY","CPV",2013,14.9,"1.1.1"
"SI.POV.DDAY","CPV",2014,14.7,"1.1.1"
"SI.POV.DDAY","CPV",2015,14.6,"1.1.1"
"SI.POV.DDAY","CPV",2016,13.8,"1.1.1"
"SI.POV.DDAY","CPV",2017,13,"1.1.1"
"SI.POV.DDAY","CPV",2018,12.1,"1.1.1"
"SI.POV.DDAY","CPV",2019,11.1,"1.1.1"
"SI.POV.DDAY","CPV",2020,15.6,"1.1.1"
"SI.POV.DDAY","CPV",2021,14.2,"1.1.1"
"SI.POV.DDAY","CPV",2022,10.7776,"1.1.1"
"SI.POV.DDAY","CPV",2023,11.3006,"1.1.1"
"SI.POV.DDAY","CPV",2024,10.3283,"1.1.1"
"SI.POV.DDAY","CPV",2025,9.5497,"1.1.1"
"SI.POV.DDAY","CRI",2010,2.2,"1.1.1"
"SI.POV.DDAY","CRI",2011,2.7,"1.1.1"
"SI.POV.DDAY","CRI",2012,2.6,"1.1.1"
"SI.POV.DDAY","CRI",2013,2.6,"1.1.1"
"SI.POV.DDAY","CRI",2014,2.4,"1.1.1"
"SI.POV.DDAY","CRI",2015,2.5,"1.1.1"
"SI.POV.DDAY","CRI",2016,2.4,"1.1.1"
"SI.POV.DDAY","CRI",2017,1.7,"1.1.1"
"SI.POV.DDAY","CRI",2018,2.3,"1.1.1"
"SI.POV.DDAY","CRI",2019,1.7298,"1.1.1"
"SI.POV.DDAY","CRI",2020,3.3518,"1.1.1"
"SI.POV.DDAY","CRI",2021,2.1596,"1.1.1"
"SI.POV.DDAY","CRI",2022,1.5988,"1.1.1"
"SI.POV.DDAY","CRI",2023,1.5396,"1.1.1"
"SI.POV.DDAY","CRI",2024,1.2837,"1.1.1"
"SI.POV.DDAY","CRI",2025,0.7547,"1.1.1"
"SI.POV.DDAY","CYP",2010,0.1,"1.1.1"
"SI.POV.DDAY","CYP",2011,0,"1.1.1"
"SI.POV.DDAY","CYP",2012,0,"1.1.1"
"SI.POV.DDAY","CYP",2013,0.1,"1.1.1"
"SI.POV.DDAY","CYP",2014,0.1,"1.1.1"
"SI.POV.DDAY","CYP",2015,0,"1.1.1"
"SI.POV.DDAY","CYP",2016,0.1,"1.1.1"
"SI.POV.DDAY","CYP",2017,0,"1.1.1"
"SI.POV.DDAY","CYP",2018,0,"1.1.1"
"SI.POV.DDAY","CYP",2019,0.2,"1.1.1"
"SI.POV.DDAY","CYP",2020,0,"1.1.1"
"SI.POV.DDAY","CYP",2021,0,"1.1.1"
"SI.POV.DDAY","CYP",2022,0,"1.1.1"
"SI.POV.DDAY","CYP",2023,0,"1.1.1"
"SI.POV.DDAY","CYP",2024,0,"1.1.1"
"SI.POV.DDAY","CYP",2025,0,"1.1.1"
"SI.POV.DDAY","CZE",2010,0.1,"1.1.1"
"SI.POV.DDAY","CZE",2011,0.1,"1.1.1"
"SI.POV.DDAY","CZE",2012,0.1,"1.1.1"
"SI.POV.DDAY","CZE",2013,0,"1.1.1"
"SI.POV.DDAY","CZE",2014,0,"1.1.1"
"SI.POV.DDAY","CZE",2015,0,"1.1.1"
"SI.POV.DDAY","CZE",2016,0,"1.1.1"
"SI.POV.DDAY","CZE",2017,0,"1.1.1"
"SI.POV.DDAY","CZE",2018,0,"1.1.1"
"SI.POV.DDAY","CZE",2019,0,"1.1.1"
"SI.POV.DDAY","CZE",2020,0,"1.1.1"
"SI.POV.DDAY","CZE",2021,0,"1.1.1"
"SI.POV.DDAY","CZE",2022,0,"1.1.1"
"SI.POV.DDAY","CZE",2023,0,"1.1.1"
"SI.POV.DDAY","CZE",2024,0,"1.1.1"
"SI.POV.DDAY","CZE",2025,0,"1.1.1"
"SI.POV.DDAY","DEU",2010,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2011,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2012,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2013,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2014,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2015,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2016,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2017,0.2,"1.1.1"
"SI.POV.DDAY","DEU",2018,0.1,"1.1.1"
"SI.POV.DDAY","DEU",2019,0.2,"1.1.1"
"SI.POV.DDAY","DEU",2020,0.3,"1.1.1"
"SI.POV.DDAY","DEU",2021,0.6,"1.1.1"
"SI.POV.DDAY","DEU",2022,0.7,"1.1.1"
"SI.POV.DDAY","DEU",2023,0.7,"1.1.1"
"SI.POV.DDAY","DEU",2024,0.7,"1.1.1"
"SI.POV.DDAY","DEU",2025,0.7,"1.1.1"
"SI.POV.DDAY","DJI",2010,37,"1.1.1"
"SI.POV.DDAY","DJI",2011,35.1,"1.1.1"
"SI.POV.DDAY","DJI",2012,34.1,"1.1.1"
"SI.POV.DDAY","DJI",2013,32.8,"1.1.1"
"SI.POV.DDAY","DJI",2014,31,"1.1.1"
"SI.POV.DDAY","DJI",2015,29.4,"1.1.1"
"SI.POV.DDAY","DJI",2016,27,"1.1.1"
"SI.POV.DDAY","DJI",2017,25.4,"1.1.1"
"SI.POV.DDAY","DJI",2018,24.6,"1.1.1"
"SI.POV.DDAY","DJI",2019,23.5,"1.1.1"
"SI.POV.DDAY","DJI",2020,23.6,"1.1.1"
"SI.POV.DDAY","DJI",2021,22.9,"1.1.1"
"SI.POV.DDAY","DJI",2022,22.1341,"1.1.1"
"SI.POV.DDAY","DJI",2023,20.9338,"1.1.1"
"SI.POV.DDAY","DJI",2024,20.0011,"1.1.1"
"SI.POV.DDAY","DJI",2025,19.3983,"1.1.1"
"SI.POV.DDAY","DNK",2010,0.1,"1.1.1"
"SI.POV.DDAY","DNK",2011,0,"1.1.1"
"SI.POV.DDAY","DNK",2012,0,"1.1.1"
"SI.POV.DDAY","DNK",2013,0.3,"1.1.1"
"SI.POV.DDAY","DNK",2014,0.2,"1.1.1"
"SI.POV.DDAY","DNK",2015,0.2,"1.1.1"
"SI.POV.DDAY","DNK",2016,0.3,"1.1.1"
"SI.POV.DDAY","DNK",2017,0.1,"1.1.1"
"SI.POV.DDAY","DNK",2018,0.2,"1.1.1"
"SI.POV.DDAY","DNK",2019,0.3,"1.1.1"
"SI.POV.DDAY","DNK",2020,0.2,"1.1.1"
"SI.POV.DDAY","DNK",2021,0.2,"1.1.1"
"SI.POV.DDAY","DNK",2022,0.2,"1.1.1"
"SI.POV.DDAY","DNK",2023,0.3,"1.1.1"
"SI.POV.DDAY","DNK",2024,0.3,"1.1.1"
"SI.POV.DDAY","DNK",2025,0.3,"1.1.1"
"SI.POV.DDAY","DOM",2010,3.1,"1.1.1"
"SI.POV.DDAY","DOM",2011,3.4,"1.1.1"
"SI.POV.DDAY","DOM",2012,3.1,"1.1.1"
"SI.POV.DDAY","DOM",2013,2.6,"1.1.1"
"SI.POV.DDAY","DOM",2014,2.7,"1.1.1"
"SI.POV.DDAY","DOM",2015,2,"1.1.1"
"SI.POV.DDAY","DOM",2016,1.7,"1.1.1"
"SI.POV.DDAY","DOM",2017,1.5,"1.1.1"
"SI.POV.DDAY","DOM",2018,1.1,"1.1.1"
"SI.POV.DDAY","DOM",2019,1.009,"1.1.1"
"SI.POV.DDAY","DOM",2020,1.3026,"1.1.1"
"SI.POV.DDAY","DOM",2021,1.2715,"1.1.1"
"SI.POV.DDAY","DOM",2022,0.9555,"1.1.1"
"SI.POV.DDAY","DOM",2023,1.2726,"1.1.1"
"SI.POV.DDAY","DOM",2024,0.7753,"1.1.1"
"SI.POV.DDAY","DOM",2025,0.71,"1.1.1"
"SI.POV.DDAY","DZA",2010,0,"1.1.1"
"SI.POV.DDAY","DZA",2011,0,"1.1.1"
"SI.POV.DDAY","DZA",2012,0,"1.1.1"
"SI.POV.DDAY","DZA",2013,0,"1.1.1"
"SI.POV.DDAY","DZA",2014,0,"1.1.1"
"SI.POV.DDAY","DZA",2015,0,"1.1.1"
"SI.POV.DDAY","DZA",2016,0,"1.1.1"
"SI.POV.DDAY","DZA",2017,0,"1.1.1"
"SI.POV.DDAY","DZA",2018,0,"1.1.1"
"SI.POV.DDAY","DZA",2019,0,"1.1.1"
"SI.POV.DDAY","DZA",2020,0,"1.1.1"
"SI.POV.DDAY","DZA",2021,0,"1.1.1"
"SI.POV.DDAY","DZA",2022,0,"1.1.1"
"SI.POV.DDAY","DZA",2023,0,"1.1.1"
"SI.POV.DDAY","DZA",2024,0,"1.1.1"
"SI.POV.DDAY","DZA",2025,0,"1.1.1"
"SI.POV.DDAY","ECU",2010,7.8,"1.1.1"
"SI.POV.DDAY","ECU",2011,6.4,"1.1.1"
"SI.POV.DDAY","ECU",2012,6,"1.1.1"
"SI.POV.DDAY","ECU",2013,4.5,"1.1.1"
"SI.POV.DDAY","ECU",2014,4,"1.1.1"
"SI.POV.DDAY","ECU",2015,4.8,"1.1.1"
"SI.POV.DDAY","ECU",2016,5,"1.1.1"
"SI.POV.DDAY","ECU",2017,4.3,"1.1.1"
"SI.POV.DDAY","ECU",2018,4.7,"1.1.1"
"SI.POV.DDAY","ECU",2019,4.6479,"1.1.1"
"SI.POV.DDAY","ECU",2020,8.4386,"1.1.1"
"SI.POV.DDAY","ECU",2021,5.2759,"1.1.1"
"SI.POV.DDAY","ECU",2022,4.4449,"1.1.1"
"SI.POV.DDAY","ECU",2023,4.6807,"1.1.1"
"SI.POV.DDAY","ECU",2024,7.3133,"1.1.1"
"SI.POV.DDAY","ECU",2025,3.4185,"1.1.1"
"SI.POV.DDAY","EGY",2010,0.7,"1.1.1"
"SI.POV.DDAY","EGY",2011,0.7,"1.1.1"
"SI.POV.DDAY","EGY",2012,0.7,"1.1.1"
"SI.POV.DDAY","EGY",2013,0.7,"1.1.1"
"SI.POV.DDAY","EGY",2014,0.7,"1.1.1"
"SI.POV.DDAY","EGY",2015,0.6,"1.1.1"
"SI.POV.DDAY","EGY",2016,1,"1.1.1"
"SI.POV.DDAY","EGY",2017,1.6,"1.1.1"
"SI.POV.DDAY","EGY",2018,1.8,"1.1.1"
"SI.POV.DDAY","EGY",2019,1.8,"1.1.1"
"SI.POV.DDAY","EGY",2020,1.6,"1.1.1"
"SI.POV.DDAY","EGY",2021,1.5,"1.1.1"
"SI.POV.DDAY","EGY",2022,1.3,"1.1.1"
"SI.POV.DDAY","EGY",2023,1.2,"1.1.1"
"SI.POV.DDAY","EGY",2024,1.2,"1.1.1"
"SI.POV.DDAY","EGY",2025,1,"1.1.1"
"SI.POV.DDAY","ESP",2010,0.8,"1.1.1"
"SI.POV.DDAY","ESP",2011,1.3,"1.1.1"
"SI.POV.DDAY","ESP",2012,1,"1.1.1"
"SI.POV.DDAY","ESP",2013,1.3,"1.1.1"
"SI.POV.DDAY","ESP",2014,0.9,"1.1.1"
"SI.POV.DDAY","ESP",2015,1.1,"1.1.1"
"SI.POV.DDAY","ESP",2016,1.3,"1.1.1"
"SI.POV.DDAY","ESP",2017,0.8,"1.1.1"
"SI.POV.DDAY","ESP",2018,1,"1.1.1"
"SI.POV.DDAY","ESP",2019,0.9,"1.1.1"
"SI.POV.DDAY","ESP",2020,1.1,"1.1.1"
"SI.POV.DDAY","ESP",2021,0.7,"1.1.1"
"SI.POV.DDAY","ESP",2022,0.8,"1.1.1"
"SI.POV.DDAY","ESP",2023,0.8,"1.1.1"
"SI.POV.DDAY","ESP",2024,0.8,"1.1.1"
"SI.POV.DDAY","ESP",2025,0.8,"1.1.1"
"SI.POV.DDAY","EST",2010,1.1,"1.1.1"
"SI.POV.DDAY","EST",2011,1.2,"1.1.1"
"SI.POV.DDAY","EST",2012,1,"1.1.1"
"SI.POV.DDAY","EST",2013,1.1,"1.1.1"
"SI.POV.DDAY","EST",2014,1,"1.1.1"
"SI.POV.DDAY","EST",2015,0.7,"1.1.1"
"SI.POV.DDAY","EST",2016,0.6,"1.1.1"
"SI.POV.DDAY","EST",2017,0.5,"1.1.1"
"SI.POV.DDAY","EST",2018,0.4,"1.1.1"
"SI.POV.DDAY","EST",2019,0.7,"1.1.1"
"SI.POV.DDAY","EST",2020,0.4,"1.1.1"
"SI.POV.DDAY","EST",2021,0.3,"1.1.1"
"SI.POV.DDAY","EST",2022,0.5,"1.1.1"
"SI.POV.DDAY","EST",2023,0.3,"1.1.1"
"SI.POV.DDAY","EST",2024,0.3,"1.1.1"
"SI.POV.DDAY","EST",2025,0.3,"1.1.1"
"SI.POV.DDAY","ETH",2010,37.7,"1.1.1"
"SI.POV.DDAY","ETH",2011,37.1,"1.1.1"
"SI.POV.DDAY","ETH",2012,36.2,"1.1.1"
"SI.POV.DDAY","ETH",2013,35.1,"1.1.1"
"SI.POV.DDAY","ETH",2014,34.2,"1.1.1"
"SI.POV.DDAY","ETH",2015,33.4,"1.1.1"
"SI.POV.DDAY","ETH",2016,32.8,"1.1.1"
"SI.POV.DDAY","ETH",2017,33,"1.1.1"
"SI.POV.DDAY","ETH",2018,33.6,"1.1.1"
"SI.POV.DDAY","ETH",2019,34.5,"1.1.1"
"SI.POV.DDAY","ETH",2020,36.4,"1.1.1"
"SI.POV.DDAY","ETH",2021,38.6361,"1.1.1"
"SI.POV.DDAY","ETH",2022,42.4,"1.1.1"
"SI.POV.DDAY","ETH",2023,42.9,"1.1.1"
"SI.POV.DDAY","ETH",2024,43.3,"1.1.1"
"SI.POV.DDAY","ETH",2025,41.8,"1.1.1"
"SI.POV.DDAY","FIN",2010,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2011,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2012,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2013,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2014,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2015,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2016,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2017,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2018,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2019,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2020,0,"1.1.1"
"SI.POV.DDAY","FIN",2021,0,"1.1.1"
"SI.POV.DDAY","FIN",2022,0.1,"1.1.1"
"SI.POV.DDAY","FIN",2023,0.2,"1.1.1"
"SI.POV.DDAY","FIN",2024,0.2,"1.1.1"
"SI.POV.DDAY","FIN",2025,0.2,"1.1.1"
"SI.POV.DDAY","FJI",2010,10.4,"1.1.1"
"SI.POV.DDAY","FJI",2011,9.7,"1.1.1"
"SI.POV.DDAY","FJI",2012,9.2,"1.1.1"
"SI.POV.DDAY","FJI",2013,7.9,"1.1.1"
"SI.POV.DDAY","FJI",2014,6.4,"1.1.1"
"SI.POV.DDAY","FJI",2015,5.8,"1.1.1"
"SI.POV.DDAY","FJI",2016,5.5,"1.1.1"
"SI.POV.DDAY","FJI",2017,4.8,"1.1.1"
"SI.POV.DDAY","FJI",2018,4.3,"1.1.1"
"SI.POV.DDAY","FJI",2019,4.6531,"1.1.1"
"SI.POV.DDAY","FJI",2020,7.2,"1.1.1"
"SI.POV.DDAY","FJI",2021,8.2,"1.1.1"
"SI.POV.DDAY","FJI",2022,8.2074,"1.1.1"
"SI.POV.DDAY","FJI",2023,3.2,"1.1.1"
"SI.POV.DDAY","FJI",2024,2.8,"1.1.1"
"SI.POV.DDAY","FJI",2025,2.5,"1.1.1"
"SI.POV.DDAY","FRA",2010,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2011,0,"1.1.1"
"SI.POV.DDAY","FRA",2012,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2013,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2014,0,"1.1.1"
"SI.POV.DDAY","FRA",2015,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2016,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2017,0,"1.1.1"
"SI.POV.DDAY","FRA",2018,0,"1.1.1"
"SI.POV.DDAY","FRA",2019,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2020,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2021,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2022,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2023,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2024,0.1,"1.1.1"
"SI.POV.DDAY","FRA",2025,0.1,"1.1.1"
"SI.POV.DDAY","FSM",2010,25,"1.1.1"
"SI.POV.DDAY","FSM",2011,24,"1.1.1"
"SI.POV.DDAY","FSM",2012,25.4,"1.1.1"
"SI.POV.DDAY","FSM",2013,26.2,"1.1.1"
"SI.POV.DDAY","FSM",2014,26.7,"1.1.1"
"SI.POV.DDAY","FSM",2015,25.6,"1.1.1"
"SI.POV.DDAY","FSM",2016,25.5,"1.1.1"
"SI.POV.DDAY","FSM",2017,25,"1.1.1"
"SI.POV.DDAY","FSM",2018,24.7,"1.1.1"
"SI.POV.DDAY","FSM",2019,23.4,"1.1.1"
"SI.POV.DDAY","FSM",2020,24.3,"1.1.1"
"SI.POV.DDAY","FSM",2021,23.5,"1.1.1"
"SI.POV.DDAY","FSM",2022,24.9,"1.1.1"
"SI.POV.DDAY","FSM",2023,24.9,"1.1.1"
"SI.POV.DDAY","FSM",2024,24.6,"1.1.1"
"SI.POV.DDAY","FSM",2025,23.9,"1.1.1"
"SI.POV.DDAY","GAB",2010,4.4,"1.1.1"
"SI.POV.DDAY","GAB",2011,4.2,"1.1.1"
"SI.POV.DDAY","GAB",2012,4.1,"1.1.1"
"SI.POV.DDAY","GAB",2013,3.8,"1.1.1"
"SI.POV.DDAY","GAB",2014,3.7,"1.1.1"
"SI.POV.DDAY","GAB",2015,3.6,"1.1.1"
"SI.POV.DDAY","GAB",2016,3.6,"1.1.1"
"SI.POV.DDAY","GAB",2017,3.8,"1.1.1"
"SI.POV.DDAY","GAB",2018,4,"1.1.1"
"SI.POV.DDAY","GAB",2019,4.1,"1.1.1"
"SI.POV.DDAY","GAB",2020,4.3,"1.1.1"
"SI.POV.DDAY","GAB",2021,4.8,"1.1.1"
"SI.POV.DDAY","GAB",2022,5,"1.1.1"
"SI.POV.DDAY","GAB",2023,5,"1.1.1"
"SI.POV.DDAY","GAB",2024,4.9,"1.1.1"
"SI.POV.DDAY","GAB",2025,4.9,"1.1.1"
"SI.POV.DDAY","GBR",2010,0.3,"1.1.1"
"SI.POV.DDAY","GBR",2011,0.3,"1.1.1"
"SI.POV.DDAY","GBR",2012,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2013,0.2,"1.1.1"
"SI.POV.DDAY","GBR",2014,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2015,0.3,"1.1.1"
"SI.POV.DDAY","GBR",2016,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2017,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2018,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2019,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2020,0.5,"1.1.1"
"SI.POV.DDAY","GBR",2021,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2022,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2023,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2024,0.4,"1.1.1"
"SI.POV.DDAY","GBR",2025,0.4,"1.1.1"
"SI.POV.DDAY","GEO",2010,23.6,"1.1.1"
"SI.POV.DDAY","GEO",2011,21.6,"1.1.1"
"SI.POV.DDAY","GEO",2012,18.8,"1.1.1"
"SI.POV.DDAY","GEO",2013,14.9,"1.1.1"
"SI.POV.DDAY","GEO",2014,12,"1.1.1"
"SI.POV.DDAY","GEO",2015,10.6,"1.1.1"
"SI.POV.DDAY","GEO",2016,10.5,"1.1.1"
"SI.POV.DDAY","GEO",2017,11.1,"1.1.1"
"SI.POV.DDAY","GEO",2018,11,"1.1.1"
"SI.POV.DDAY","GEO",2019,9.7027,"1.1.1"
"SI.POV.DDAY","GEO",2020,11.9763,"1.1.1"
"SI.POV.DDAY","GEO",2021,10.79,"1.1.1"
"SI.POV.DDAY","GEO",2022,7.7333,"1.1.1"
"SI.POV.DDAY","GEO",2023,5.8267,"1.1.1"
"SI.POV.DDAY","GEO",2024,4.2293,"1.1.1"
"SI.POV.DDAY","GEO",2025,3.4537,"1.1.1"
"SI.POV.DDAY","GHA",2010,52,"1.1.1"
"SI.POV.DDAY","GHA",2011,46.6,"1.1.1"
"SI.POV.DDAY","GHA",2012,43.7,"1.1.1"
"SI.POV.DDAY","GHA",2013,41.4,"1.1.1"
"SI.POV.DDAY","GHA",2014,40.9,"1.1.1"
"SI.POV.DDAY","GHA",2015,40.9,"1.1.1"
"SI.POV.DDAY","GHA",2016,40.4,"1.1.1"
"SI.POV.DDAY","GHA",2017,38.5,"1.1.1"
"SI.POV.DDAY","GHA",2018,37.5,"1.1.1"
"SI.POV.DDAY","GHA",2019,35.9,"1.1.1"
"SI.POV.DDAY","GHA",2020,36.5,"1.1.1"
"SI.POV.DDAY","GHA",2021,35.5,"1.1.1"
"SI.POV.DDAY","GHA",2022,34.8,"1.1.1"
"SI.POV.DDAY","GHA",2023,34.5,"1.1.1"
"SI.POV.DDAY","GHA",2024,33.2,"1.1.1"
"SI.POV.DDAY","GHA",2025,32.7,"1.1.1"
"SI.POV.DDAY","GIN",2010,36.2,"1.1.1"
"SI.POV.DDAY","GIN",2011,27.8,"1.1.1"
"SI.POV.DDAY","GIN",2012,18.4,"1.1.1"
"SI.POV.DDAY","GIN",2013,18,"1.1.1"
"SI.POV.DDAY","GIN",2014,17.6,"1.1.1"
"SI.POV.DDAY","GIN",2015,17,"1.1.1"
"SI.POV.DDAY","GIN",2016,14.7,"1.1.1"
"SI.POV.DDAY","GIN",2017,12.8,"1.1.1"
"SI.POV.DDAY","GIN",2018,12,"1.1.1"
"SI.POV.DDAY","GIN",2019,11.2,"1.1.1"
"SI.POV.DDAY","GIN",2020,10.6,"1.1.1"
"SI.POV.DDAY","GIN",2021,10.1,"1.1.1"
"SI.POV.DDAY","GIN",2022,9.7,"1.1.1"
"SI.POV.DDAY","GIN",2023,9.3,"1.1.1"
"SI.POV.DDAY","GIN",2024,8.8,"1.1.1"
"SI.POV.DDAY","GIN",2025,7.6,"1.1.1"
"SI.POV.DDAY","GMB",2010,13.7,"1.1.1"
"SI.POV.DDAY","GMB",2011,16.9,"1.1.1"
"SI.POV.DDAY","GMB",2012,16.5,"1.1.1"
"SI.POV.DDAY","GMB",2013,16.5,"1.1.1"
"SI.POV.DDAY","GMB",2014,17.4,"1.1.1"
"SI.POV.DDAY","GMB",2015,17,"1.1.1"
"SI.POV.DDAY","GMB",2016,18.3,"1.1.1"
"SI.POV.DDAY","GMB",2017,19.1,"1.1.1"
"SI.POV.DDAY","GMB",2018,19,"1.1.1"
"SI.POV.DDAY","GMB",2019,19.4,"1.1.1"
"SI.POV.DDAY","GMB",2020,22.0019,"1.1.1"
"SI.POV.DDAY","GMB",2021,20.8,"1.1.1"
"SI.POV.DDAY","GMB",2022,20.3225,"1.1.1"
